ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,choline_tot_mg,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,vit_k_ug,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,refuse_pct
6062,"CAMPBELL'S,RED & WHITE,CHICK NOODLE SOUP,COND",88.32,47,2.37,1.53,1.8,5.97,,0,6,0.69,8,38,44,683,0.28,0.027,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.388,0.534,0.335,8,123,.5 cup,,,0
6063,"SOUP,TOMATO RICE,CND,COND",77.13,93,1.64,2.12,2.03,17.08,1.3,5.9,18,0.62,4,26,257,635,0.4,0.1,0.3,1.8,11.5,0.048,0.039,0.822,0.1,0.06,11,0,11,11,15.6,0,421,23,2,0,248,0,17183,3,1.73,0,0,3,0.4,0.47,1.05,1,129,".5 cup,  (4 fl oz)",312,"1 can,  (11 oz), undiluted",0
6064,"SOUP,TURKEY,CHUNKY,CND,RTS",86.37,57,4.33,1.87,1.47,5.96,,,21,0.81,10,44,153,391,0.9,0.1,0.1,,2.7,0.015,0.045,1.52,0.39,0.13,5,0,5,5,,0.9,3032,152,0,,,,,,,,,,0.52,0.75,0.46,4,236,"1 cup,  (8 fl oz)",532,"1 can,  (18.75 oz)",0
6067,"SOUP,CHUNKY VEG,CND,RTS",89.53,39,1.14,0.36,1.07,7.9,1.1,1.56,18,0.51,10,29,180,267,0.23,0.04,0.087,2.9,0.7,0.029,0.043,0.542,0.172,0.065,7,0,7,7,7,0,1049,52,0,236,512,0,580,132,0.17,0,0,8.1,0.045,0.152,0.133,0,231,1 cup,,,0
6068,"SOUP,VEGETARIAN VEG,CND,COND",84.91,59,1.72,1.58,2.02,9.78,0.5,3.13,17,0.88,6,28,171,516,0.38,0.1,0.375,3.5,1.2,0.044,0.037,0.747,0.28,0.045,9,0,9,9,7.9,0,2842,142,0,410,1500,0,1930,160,1.17,0,0,4.2,0.24,0.68,0.59,0,126,.5 cup,298,"1 can,  (10.5 oz)",0
6070,"SOUP,CHUNKY BF,CND,RTS",83.34,66,3.97,1.11,1.49,10.08,0.6,0.67,13,0.97,2,50,140,338,1.1,0.1,0.1,2.5,2.9,0.024,0.063,1.127,0.18,0.055,6,0,6,6,10.2,0.26,1088,54,0,234,536,0,1325,36,0.28,0,0,3.1,0.554,0.465,0.047,6,245,1 cup,539,"1 can,  (19 oz)",0
6071,"SOUP,VEG BF,CND,COND",83.69,63,4.45,1.51,2.25,8.11,1.6,0.89,13,0.89,5,32,138,706,1.23,0.145,0.25,2.2,1.9,0.029,0.039,0.823,0.28,0.06,8,0,8,8,10,0.25,3104,155,0,489,1618,0,364,92,0.48,0,0,5.6,0.68,0.64,0.09,4,126,.5 cup,305,"1 can,  (10.75 oz)",0
6072,"SOUP,VEG W/ BF BROTH,CND,COND",83.27,66,2.42,1.56,2.06,10.7,1.3,1.64,14,0.79,5,32,157,515,0.65,0.125,0.275,2.2,1.9,0.042,0.037,0.789,0.28,0.046,9,0,9,9,10.3,0,1707,85,0,387,831,0,29,35,0.12,0,0,2.3,0.36,0.45,0.64,1,123,.5 cup,298,"1 can,  (10.5 oz)",0
1138,"EGG,DUCK,WHOLE,FRESH,RAW",70.83,185,12.81,13.77,1.14,1.45,0,0.93,64,3.85,17,220,222,146,1.41,0.062,0.038,36.4,0,0.156,0.404,0.2,1.862,0.25,80,0,80,80,263.4,5.4,674,194,192,0,14,12,0,459,1.34,1.7,69,0.4,3.681,6.525,1.223,884,70,1 egg,,,12
6075,"SOUP,BF BROTH OR BOUILLON,PDR,DRY",3.27,213,15.97,8.89,54.5,17.4,0,16.71,60,1,51,320,446,26000,0,0,0.459,27.6,0,0.07,0.243,4.467,0.3,0.2,32,0,32,32,113.4,1,0,0,0,0,0,0,0,0,2.17,0,0,3.2,4.32,3.616,0.332,10,3.6,1 cube,6,1 packet,0
6076,"SOUP,BEEF BROTH,CUBED,DRY",3.3,170,17.3,4,59.3,16.1,0,14.51,60,2.23,50,225,403,24000,0.21,0,0.386,27.6,0,0.2,0.24,3.3,0.3,0.2,32,0,32,32,113.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.99,1.67,0.16,4,3.6,1 cube,,,0
6080,"SOUP,CHICK BROTH OR BOUILLON,DRY",2.27,267,16.66,13.88,49.18,18.01,0,17.36,187,1.03,56,166,309,23875,0.09,0,0.15,28,1.1,0.1,0.43,2.46,0.6,0.1,32,0,32,32,114.6,0.3,2,0,0,0,0,0,0,0,0.46,0,0,0,3.43,5.36,4.48,13,4,1 cube,2,1 teaspoon,0
6081,"SOUP,CHICK BROTH CUBES,DRY",2.5,198,14.6,4.7,54.7,23.5,0,0,190,1.87,56,191,374,24000,0.2,0,0.377,27.9,1,0.19,0.38,3.9,0.6,0.1,32,0,32,32,,0.3,2,0,0,0,0,0,0,0,0.09,,,0,1.2,1.92,1.62,13,4.8,1 cube,,,0
6082,"CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND",83,71,2.38,1.98,0.73,11.9,0.8,1.59,,0.57,,,429,381,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.794,0.794,0.397,16,126,"1 serving, 1/2 cup",,,0
6084,"CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND",83.2,63,2.38,0.79,1.72,11.9,1.6,2.38,16,0.29,,,127,706,,,,,0,,,,,,,,,,,,1984,,,,,,,,,,,,0.397,0,0,4,126,"1 serving, 1/2 cup",,,0
6091,"CAMPBELL'S RED & WHITE,BF BROTH,COND",94.9,12,2.42,0,1.87,0.81,0,0.81,0,0,,,32,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,124,"1 serving, 1/2 cup",,,0
6094,"SOUP,ONION,DRY,MIX",3.79,293,7.48,0.34,23.31,65.07,6.6,4.65,143,1.25,60,211,721,8031,1.12,0.353,0.665,5,3.4,0.279,0.274,1.472,0.854,0.582,0,0,0,0,28.4,0,15,1,0,0,9,0,0,27,0.13,0,0,1.4,0.089,0.067,0.164,0,7.5,"1 serving, 1 tbsp",39,1 packet,0
6097,"CAMPBELLS RED & WHITE,BF CONSOMME,COND",93.5,16,3.23,0,2.4,0.81,0,0.81,0,0,,,32,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,124,"1 serving, 1/2 cup",,,0
6101,"SOUP,CRM OF VEG,DRY,PDR",2.9,446,8,24.1,12.9,52.1,3,17.51,134,2.6,48,228,408,4957,1.6,0.4,0.8,20.7,16.6,5.18,0.45,2.2,0.7,0.1,30,0,30,30,58,0.5,11996,600,0,2820,5620,334,2,920,2.41,0,0,32.9,6.03,10.73,6.29,2,18,1 packet,,,0
1139,"EGG,GOOSE,WHOLE,FRESH,RAW",70.43,185,13.87,13.27,1.08,1.35,0,0.94,60,3.64,16,208,210,138,1.33,0.062,0.038,36.9,0,0.147,0.382,0.189,1.759,0.236,76,0,76,76,263.4,5.1,650,187,185,0,13,12,0,442,1.29,1.7,66,0.4,3.595,5.747,1.672,852,144,1 egg,,,13
6112,"SAUCE,TERIYAKI,RTS",67.69,89,5.93,0.02,10.43,15.56,0.1,14.1,25,1.7,61,154,225,3833,0.1,0.1,0,1.1,0,0.03,0.07,1.27,0.2,0.1,8,0,8,8,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1 tbsp,36,1 fl oz,0
6114,"GRAVY,AU JUS,CANNED",94.5,16,1.2,0.2,1.6,2.5,0,,4,0.6,2,30,81,478,1,0.1,0.2,0.4,1,0.02,0.06,0.9,0.02,0.01,2,0,2,2,,0.1,0,0,0,,,,,,,,,,0.1,0.08,0.01,0,59,.25 cup,298,1 can,0
6115,"GRAVY,AU JUS,DRY",2.74,313,9.2,9.63,30.94,47.49,,,140,9.3,56,153,279,11588,0.7,0.12,0.268,6.2,1,0.472,0.324,4.087,0.157,0.174,81,0,81,81,,0.32,10,0,0,,,,,,,,,,2.026,4.683,0.23,4,3,1 tsp,,,0
6116,"GRAVY,BF,CND,RTS",87.48,53,3.75,2.36,1.6,4.81,0.4,0.21,6,0.7,2,30,81,560,1,0.1,0.2,1,0,0.032,0.036,0.66,0.02,0.01,2,0,2,2,6.3,0.1,3,1,1,0,0,0,0,1,0.02,0,0,0.1,1.153,0.962,0.08,3,233,1 cup,291,1 can,0
6117,"CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND",70.2,125,6.25,2.34,1.4,19.53,6.3,3.13,47,1.41,,,375,672,,,,,2.8,,,,,,,,,,,,391,,,,,,,,,,,,1.172,0.781,0.391,4,128,"1 serving, 1/2 cup",,,0
6118,"GRAVY,BROWN,DRY",5,367,10.74,9.61,15.27,59.38,2,,132,1.72,34,203,262,4843,1.11,0.19,0.412,6.1,0.3,0.18,0.39,3.7,0.1,0.1,31,17,14,43,,0.7,27,8,8,,,,,,,,,,3.319,4.452,0.405,3,6,1 tbsp,,,0
6119,"GRVY, CHCKN, CNND BTTLD, RTS",90.3,48,0.71,2.62,1.08,5.29,0.1,0.3,10,0.09,3,20,42,389,0.08,0.019,0.015,0.4,0,0.024,0.053,0.285,0.143,0.025,2,0,2,2,3.7,0,3,1,1,0,0,0,0,1,0.1,0,0,0.6,0.639,1.027,0.407,5,57,.25 cup,228,1 cup,0
6120,"GRAVY,CHICKEN,DRY",3.85,381,11.27,9.73,13.06,62.09,,,146,1.33,40,249,404,4152,1.39,0.112,0.219,5.2,0.6,0.249,0.634,4.018,1.286,0.202,125,16,109,136,,0.48,308,38,27,,,,,,,,,,2.92,4.648,1.877,19,8,1 tbsp,8,1 serving,0
6121,"GRAVY,MUSHROOM,CANNED",89,50,1.26,2.71,1.56,5.47,0.4,,7,0.66,2,15,106,570,0.7,0.1,0.3,1.9,0,0.033,0.063,0.671,1.1,0.02,12,0,12,12,,0,0,0,0,,,,,,,,,,0.4,1.17,1.02,0,238,1 cup,298,1 can,0
6122,"GRAVY,MUSHROOM,DRY,PDR",3.34,328,10,4,18,64.66,4.8,3.26,230,1,34,203,262,6580,1.54,0.535,0.4,5.3,7,0.2,0.4,3.7,0.1,0.1,31,17,14,43,24.4,0.7,1,0,0,0,1,0,0,9,0.15,0,0,0.2,2.36,1.31,0.14,3,21,"1 cup,  (8 fl oz)",,,0
1140,"EGG,QUAIL,WHOLE,FRESH,RAW",74.35,158,13.05,11.09,1.1,0.41,0,0.4,64,3.65,13,226,132,141,1.47,0.062,0.038,32,0,0.13,0.79,0.15,1.761,0.15,66,0,66,66,263.4,1.58,543,156,155,0,11,10,0,369,1.08,1.4,55,0.3,3.557,4.324,1.324,844,9,1 egg,,,8
6123,"GRAVY,ONION,DRY,MIX",4.36,322,9,3,16,67.64,6,,280,1,34,203,262,4186,0.88,0.17,0.4,6.1,7,0.2,0.4,3.7,0.1,0.1,31,17,14,43,,0.7,0,0,0,,,,,,,,,,1.86,0.9,0.14,2,24,"1 cup,  (8 fl oz)",,,0
6124,"GRAVY,PORK,DRY,PDR",4.43,367,8.78,8.63,14.59,63.57,2.4,24.73,139,3.94,34,188,235,5356,1.06,0.154,0.311,6.1,1.4,0.16,0.283,2.27,0.326,0.086,31,15,16,42,24.1,0.51,117,34,34,0,2,0,0,10,0.26,0,0,0.4,4.29,3.881,0.454,10,6.7,1 serving,,,0
6125,"GRAVY,TURKEY,CND,RTS",88.6,51,2.6,2.1,1.6,5.1,0.4,0.21,4,0.7,2,29,109,577,0.8,0.1,0.2,0.6,0,0.02,0.08,1.3,0.02,0.01,2,0,2,2,2.9,0.1,0,0,0,0,0,0,0,1,0.05,0,0,0,0.62,0.9,0.49,2,238,1 cup,14.9,1 tbsp,0
6126,"GRAVY,TURKEY,DRY",4.67,367,10.42,7.19,12.61,65.12,,,146,3.29,44,254,428,4392,1.26,0.133,0.219,5.2,0.2,0.211,0.45,2.77,1.012,0.204,82,16,66,93,,0.58,35,8,7,,,,,,,,,,1.975,2.575,2.196,14,7,1 serving,,,0
6127,"GRAVY,UNSPEC TYPE,DRY",4,344,13,8,17,58,,,150,1,45,203,262,5730,1.4,0.1,0.4,6.1,7,0.2,0.432,3.7,0.1,0.1,31,17,14,43,,0.7,0,0,0,,,,,,,,,,2.86,3.15,1.62,4,25,"1 cup,  (8 fl oz)",,,0
6128,"SOUP,CHICK NOODLE,DRY,MIX",4.94,377,15.42,6.51,10.8,62.32,3.2,1.9,55,2.44,38,195,306,3643,1.65,0.286,0.468,32.4,0,0.575,0.381,4.88,0.895,0.236,71,62,9,115,61.7,0.75,44,8,8,4,9,1,0,43,0.33,0,0,0.1,1.969,2.268,1.398,74,74,1 packet,11.1,"1 packet,  (6 fl oz)",0
6142,"SAUCE,SOFRITO,PREP FROM RECIPE",59.66,237,12.8,18.2,3.88,5.46,1.7,,20,0.94,25,139,401,1145,1.41,0.165,0.191,,20.4,0.284,0.212,2.918,0.597,0.364,43,0,43,43,,,,,,,,,,,,,,,,,,,103,.5 cup,,,0
6143,"USDA COMMODITY,SPAGHETTI SAU,MEATLESS,CND",87.1,48,1.2,0.9,2.1,8.7,,4.7,20,0.9,13,25,292,590,0.21,,,,3.9,0.03,0.12,0.73,,0.06,,,,,,0,335,17,0,,,,,,,,,,0.162,0.21,0.51,0,,,,,0
6145,"CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND",85.2,56,3.17,1.59,3.69,6.35,0.8,0.79,0,0.57,,,63,651,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.397,0.397,0.794,8,126,"1 serving, 1/2 cup",,,0
6146,"CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND",80.6,71,3.97,1.19,2.34,11.9,2.4,1.59,0,0.57,,,119,706,,,,,0,,,,,,,,,,,,992,,,,,,,,,,,,0.794,0.397,0,8,126,"1 serving, 1/2 cup",,,0
1141,"EGG,TURKEY,WHL,FRSH,RAW",72.5,171,13.68,11.88,0.79,1.15,0,,99,4.1,13,170,142,151,1.58,0.062,0.038,34.3,0,0.11,0.47,0.024,1.889,0.131,71,0,71,71,,1.69,554,166,166,,,,,,,,,,3.632,4.571,1.658,933,79,1 egg,,,12
6147,"SOUP,BF MUSHROOM,CND,COND",85.5,61,4.6,2.4,2.3,5.2,0.2,,4,0.7,7,29,126,709,1.1,0.2,0.3,,0,0.02,0.06,0.9,0.19,0.04,7,0,7,7,,0.16,0,0,0,,,,,,,,,,1.2,1,0.1,5,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6149,"SOUP,CHICK MUSHROOM,CND,COND",80.4,100,1.61,4.84,1.2,11.95,3.2,0.79,23,0.7,7,22,56,669,0.8,0.04,0.1,2.9,0,0.02,0.09,1.3,0.2,0.04,2,0,2,2,11,0.05,33,9,8,0,3,0,0,1,0.64,0,0,1.1,1.246,2.125,1.226,8,124,.5 cup,,,0
6150,"SAUCE,BARBECUE",54.71,172,0.82,0.63,3.07,40.77,0.9,33.24,33,0.64,13,20,232,1027,0.17,0.072,0.126,1.3,0.6,0.023,0.056,0.597,0.164,0.075,2,0,2,2,7.1,0,224,11,0,0,133,2,4550,88,0.8,0,0,1.8,0.045,0.082,0.101,0,17,1 tbsp,143,.5 cup,0
6151,"SAUCE,PLUM,READY-TO-SERVE",53.71,184,0.89,1.04,1.56,42.81,0.7,,12,1.43,12,22,259,538,0.19,0.078,0.114,0.4,0.5,0.018,0.084,1.014,0.059,0.078,6,0,6,6,,0,43,2,0,0,26,0,,,,,,,0.153,0.24,0.588,0,19,1 tbsp,305,1 cup,0
6152,"SAUCE,PIZZA,CND,RTS",86.71,54,2.18,1.15,1.3,8.66,2,3.78,54,0.9,21,50,354,348,0.25,0.137,0.221,,11.3,0.061,0.053,1.421,0.374,0.136,10,,10,,,0.02,667,,,,,,,,,,,,0.46,0.461,0.099,0,63,.25 cup,,,0
6158,"SOUP,TOMATO BISQUE,CND,COND",75.32,96,1.76,1.95,2.49,18.47,0.8,,31,0.64,7,47,325,698,0.46,0.1,0.2,,4.6,0.051,0.055,0.894,0.1,0.07,12,0,12,12,,0,562,32,4,,,,,,,,,,0.42,0.53,0.87,4,129,".5 cup,  (4 fl oz)",312,"1 can,  (11 oz), undiluted",0
6159,"SOUP,TOMATO,CND,COND",80.79,66,1.46,0.44,2.09,15.22,1.1,8.23,13,0.59,14,31,562,377,0.18,0.05,0.138,3,12.9,0.042,0.015,0.858,,0.086,0,0,0,0,12.8,0,392,20,0,0,235,0,10920,90,0.34,0,0,3.2,0.115,0.136,0.157,0,148,1 cup,294,1 can,0
6164,"SAUCE,SALSA,RTS",89.28,29,1.52,0.17,2.39,6.64,1.9,4.01,30,0.42,15,33,275,711,0.18,0.066,0.112,0.9,1.9,0.033,0.032,1.091,0.199,0.172,4,0,4,4,12.8,0,461,23,0,0,276,0,6063,204,1.28,0,0,4.3,0.021,0.018,0.078,0,36,2 tbsp,130,.5 cup,0
6165,"SAUCE,HOMEMADE,WHITE,THIN",80.66,105,3.77,6.73,1.45,7.4,0.1,4.78,126,0.21,15,101,163,328,0.42,0.013,0.024,3.3,0.8,0.055,0.184,0.261,0.339,0.041,9,4,5,12,14.1,0.3,262,73,72,0,13,0,0,1,0.17,1.2,49,0.6,2.152,2.67,1.586,8,250,1 cup,125,.5 cup,0
6166,"SAUCE,HOMEMADE,WHITE,MED",74.89,147,3.84,10.63,1.47,9.17,0.2,4.38,118,0.33,14,98,156,354,0.41,0.016,0.043,4.1,0.8,0.069,0.185,0.402,0.326,0.04,8,3,5,10,14.2,0.28,377,104,103,0,21,0,0,1,0.29,1.2,48,0.9,2.854,4.42,2.862,7,250,1 cup,125,.5 cup,0
1014,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",81.01,72,10.34,0.29,1.71,6.66,0,1.85,86,0.15,11,190,137,372,0.47,0.03,0.022,9.4,0,0.023,0.226,0.144,0.446,0.016,9,0,9,9,17.9,0.46,8,2,2,0,0,0,0,0,0.01,0,0,0,0.169,0.079,0.003,7,145,"1 cup,  (not packed)",113,4 oz,0
1144,"EGG SUBSTITUTE,POWDER",3.86,444,55.5,13,5.84,21.8,0,21.8,326,3.16,65,478,744,800,1.82,0.207,0.08,127.7,0.8,0.226,1.76,0.577,3.384,0.143,125,0,125,125,117.6,3.52,1230,369,369,0,0,0,0,0,1.26,0,0,0.4,3.766,5.341,1.683,572,9.9,.35 oz,20,.7 oz,0
6167,"SAUCE,HOMEMADE,WHITE,THICK",69.1,186,3.99,13.83,1.47,11.61,0.3,3.98,111,0.5,14,96,149,373,0.4,0.021,0.067,5.2,0.7,0.088,0.19,0.589,0.315,0.038,11,5,6,15,14.3,0.26,469,130,127,0,27,0,0,2,0.38,1.2,47,1.2,3.416,5.851,3.914,6,250,1 cup,125,.5 cup,0
6168,"SAUCE,RTS,PEPPER OR HOT",89.98,11,0.51,0.37,7.39,1.75,0.3,1.26,8,0.48,5,11,144,2643,0.11,0.028,0.049,0,74.8,0.036,0.082,0.254,0.11,0.157,6,0,6,6,,0,162,8,0,6,91,7,0,121,0.12,,,2.4,0.052,0.03,0.196,0,4.7,1 tsp,1.2,.25 tsp,0
6169,"SAUCE,RTS,PEPPER,TABASCO",95.17,12,1.29,0.76,1.98,0.8,0.6,0.13,12,1.16,12,23,128,633,0.16,0.075,0.107,0.5,4.5,0.032,0.084,0.178,0.11,0.154,1,1,0,2,0,0,1640,82,0,62,919,68,0,10,0.01,0,0,0.2,0.106,0.061,0.401,0,4.7,1 tsp,1.2,.25 tsp,0
6170,"SOUP,STOCK,BEEF,HOME-PREPARED",95.89,13,1.97,0.09,0.7,1.2,0,0.54,8,0.27,7,31,185,198,0.17,0.05,,1.2,0,0.033,0.091,0.872,,0.055,2,0,2,2,4.8,0,0,0,0,0,0,0,0,1,0.01,0,0,0.1,0.035,0.043,0.005,0,240,1 cup,,,0
6172,"SOUP,STOCK,CHICK,HOME-PREPARED",92.15,36,2.52,1.2,0.63,3.53,0,1.58,3,0.21,4,27,105,143,0.14,0.054,,2.2,0.2,0.035,0.085,1.584,,0.061,5,0,5,5,9.2,0,3,1,1,0,0,0,0,1,0.03,0,0,0.2,0.321,0.582,0.213,3,240,1 cup,,,0
6174,"SOUP,STOCK,FISH,HOME-PREPARED",96.6,16,2.26,0.81,0.74,0,0,0,3,0.01,7,56,144,156,0.06,0.058,0.052,1,0.1,0.033,0.076,1.186,0.329,0.037,2,0,2,2,7,0.69,6,2,2,0,0,0,0,0,0.17,0,0,0,0.203,0.236,0.138,1,233,1 cup,,,0
6175,"SAUCE,HOISIN,RTS",44.23,220,3.31,3.39,4.98,44.08,2.8,27.26,32,1.01,24,38,119,1615,0.32,0.128,0.254,1.8,0.4,0.004,0.217,1.17,0.068,0.062,23,0,23,23,8,0,6,0,0,0,4,0,0,45,0.28,0,0,0.5,0.568,0.963,1.698,3,16,1 tbsp,,,0
6176,"SAUCE,OYSTER,RTS",80,51,1.35,0.25,7.49,10.92,0.3,0,32,0.18,4,22,54,2733,0.09,0.147,0.053,4.4,0.1,0.01,0.124,1.474,0.016,0.016,15,0,15,15,3.5,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.073,0.066,0,18,1 tbsp,,,0
6177,"SOUP,MINESTRONE,CND,RED NA,RTS",87.3,50,2,0.8,1.26,9,2.4,2.13,20,0.72,13,34,186,215,0.32,0.083,,2.1,5.7,0.06,0.04,0.64,,0.06,16,1,14,17,6.6,0,665,33,0,99,349,0,6359,90,0.7,0,0,5.8,0.14,0.28,0.25,0,245,1 cup,,,0
6178,"USDA COMMODITY,SALSA",89.7,36,1.5,0.2,1.6,7,1.4,,12,2.24,16,30,270,430,0.17,0.096,,0.4,4,0.05,0.03,1.08,,0.149,19,0,19,19,,0,550,28,0,,,,,,,,,,0.029,0.016,0.107,0,,,,,0
1145,"BUTTER,WITHOUT SALT",17.94,717,0.85,81.11,0.09,0.06,0,0.06,24,0.02,2,24,24,11,0.09,0.016,0.004,1,0,0.005,0.034,0.042,0.11,0.003,3,0,3,3,18.8,0.17,2499,684,671,0,158,0,0,0,2.32,0,0,7,50.489,23.43,3.01,215,5,"1 pat,  (1"" sq, 1/3"" high)",14.2,1 tbsp,0
6179,"SAUCE,FISH,READY-TO-SERVE",71.07,35,5.06,0.01,20.22,3.64,0,3.64,43,0.78,175,7,288,7851,0.2,0.05,0.233,9.1,0.5,0.012,0.057,2.313,0.118,0.396,51,0,51,51,13.2,0.48,12,4,4,0,0,0,0,0,0,0,0,0,0.003,0.002,0.003,0,18,1 tbsp,,,0
6180,"SOUP,SHARK FIN,REST-PREP",90.13,46,3.2,2,0.87,3.8,0,,10,0.94,7,21,53,501,0.82,0.108,0.024,,0.1,0.027,0.039,0.493,0.13,0.026,9,0,9,9,,0.19,0,0,0,,,,,,,,,,0.501,0.583,0.341,2,216,1 cup,,,0
6182,"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",87.26,52,1.21,1.69,1.69,8.1,0.6,2.13,13,0.48,5,51,374,383,0.36,0.22,0.059,1.8,0,0.042,0.192,0.17,,0.04,10,2,8,11,9.7,0.02,8,2,2,0,0,0,0,0,0.16,0,0,0.4,0.53,0.44,0.56,3,251,1 cup,,,0
6183,"SOUP,CHICK BROTH,LESS/REDUCED NA,READY TO SERVE",97.32,7,1.36,0,0.89,0.38,0,0.22,8,0.26,1,18,85,231,0.08,0.035,0.062,0,0.4,0.002,0.014,0.686,0.012,0.006,3,0,3,3,3.1,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,240,1 cup,,,0
6188,"SOUP,BF BROTH,LESS/REDUCED NA,READY TO SERVE",98.01,6,1.14,0.07,0.58,0.2,0,0.2,3,0.04,1,9,20,225,0.24,0.009,0.005,0,0,0.016,0.073,0.41,0.065,0.075,2,0,2,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.026,0.005,0,219,1 cup,407,"1 can, (14.5 oz)",0
6189,"SAUCE,TERIYAKI,RTS,RED NA",69.7,89,5.93,0.02,8.4,15.58,0.1,14.1,25,1.7,61,154,225,1778,0.1,0.1,,0.8,0,0.03,0.07,1.27,,0.1,8,0,8,8,19.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2 Tbsp,,,0
6190,"SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS",79.91,81,4.19,1.03,1.21,13.66,4,3.17,38,1.02,19,13,158,187,0.53,0.082,0.228,4.3,1.1,0.056,0.029,0.324,0.128,0.046,29,0,29,29,18,0.03,702,35,0,145,349,0,915,36,0.39,0,0,5.1,0.252,0.415,0.269,2,245,1 cup,,,0
6192,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",82.4,71,3.85,0.92,1,11.83,1.9,5.06,17,0.77,14,54,183,166,0.4,0.11,0.2,0.3,0,0.07,0.029,0.457,0.237,0.073,20,0,20,20,18.2,0.01,552,28,0,35,313,1,7,1286,0.2,0,0,36.1,0.3,0.37,0.168,2,253,1 cup,,,0
6193,"SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS",82.8,68,4,0.7,1,11.4,1.9,1.57,16,0.7,14,54,204,196,0.49,0.1,0.198,0.3,1,0.083,0.038,0.695,0.25,0.048,29,0,29,29,22.3,0.03,415,21,0,90,201,5,0,18,0.06,0,0,2.6,0.294,0.282,0.135,3,245,1 cup,,,0
6194,"SOUP,CHICK BROTH,RTS",97.81,6,0.64,0.21,0.9,0.44,0,0.43,4,0.07,1,4,18,371,0.07,0.015,0.015,0.4,0,0.021,0.059,0.219,0,0,0,0,0,0,1,0.02,2,0,0,0,1,0,0,0,0.04,0,0,0,0.013,0.019,0.009,2,249,1 cup,,,0
1146,"CHEESE,PARMESAN,SHREDDED",25,415,37.86,27.34,6.39,3.41,0,0.9,1253,0.87,51,735,97,1696,3.19,0.037,0.023,23.9,0,0.041,0.352,0.287,0.527,0.105,8,0,8,8,15.4,1.4,865,229,223,0,73,0,0,0,0.25,0.5,21,1.9,17.37,8.734,0.661,72,5,1 tbsp,,,0
6195,"CAMPBELL'S,HEALTHY REQUEST,CRM OF CHICK SOUP,COND",87.3,50,3,1.5,1,7.5,0.4,0.8,8,0.2,6,31,590,347,0.07,,,,0.2,,,,,,,,,,,,571,,,,,,,,,,,,0.4,0.4,0.6,4,124,".5 cup, condensed",,,0
6201,"SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK",86,65,2.55,3.3,1.55,6.61,0.3,,70,0.35,8,62,145,420,0.37,0.056,0.153,,1.6,0.041,0.111,0.355,0.21,0.026,12,0,12,12,,0.2,242,25,16,,,,,,,,,,1.34,0.84,0.9,9,248,"1 cup,  (8 fl oz)",602,"1 can,  (10.75 oz), prepared",0
6208,"SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS",87.9,65,1.16,4.46,1.31,5.2,0.3,0.64,15,0.16,5,19,73,416,0.16,0.04,,3.7,4,0.015,0.017,0.346,,0.042,9,0,9,9,12,0.02,375,19,0,77,186,0,54,33,0.06,0,0,2.3,1.636,1.605,0.974,7,245,1 cup,,,0
